Id,PuzzleId,State,GridValue,MoveIds
82543,spoke_sunlight_alt,spoke_sunlight_alt:correct:['hint:Either the plants Pumpkin or the plants Cauliflower is the hours 2hr:APPLY_OR'],correct,['hint:Either the plants Pumpkin or the plants Cauliflower is the hours 2hr:APPLY_OR']
26558,spoke_sunlight_alt,spoke_sunlight_alt:correct:['hint:The plants Tomato is 2 hourss before the plants Spinach:BEFORE_N_SPOTS_NOINFO'],correct,['hint:The plants Tomato is 2 hourss before the plants Spinach:BEFORE_N_SPOTS_NOINFO']
65633,spoke_sunlight_alt,spoke_sunlight_alt:correct:['unknown-correct:plants:hours:Tomato:4hr:O'],correct,['unknown-correct:plants:hours:Tomato:4hr:O']
80755,spoke_sunlight_alt,spoke_sunlight_alt:correct:['hint:The plants Pumpkin is 1 hourss before the plants Spinach:BEFORE_N_SPOTS_SHIFT'],correct,['hint:The plants Pumpkin is 1 hourss before the plants Spinach:BEFORE_N_SPOTS_SHIFT']
86078,spoke_sunlight_alt,"spoke_sunlight_alt:correct:['cross outs::CROSS_OUT', 'hint:The plants Pumpkin is 1 hourss before the plants Spinach:BEFORE_N_SPOTS_SHIFT']",correct,"['cross outs::CROSS_OUT', 'hint:The plants Pumpkin is 1 hourss before the plants Spinach:BEFORE_N_SPOTS_SHIFT']"
27514,spoke_sunlight_alt,spoke_sunlight_alt:correct:['transitives::OPENING'],correct,['transitives::OPENING']
66203,spoke_sunlight_alt,spoke_sunlight_alt:correct:['cross outs::CROSS_OUT'],correct,['cross outs::CROSS_OUT']
84661,spoke_harvest,spoke_harvest:start:['start'],start,['start']
58263,spoke_harvest,spoke_harvest:success:['success'],success,['success']
60784,spoke_harvest,spoke_harvest:failure:['failure'],failure,['failure']
97119,spoke_harvest,spoke_harvest:partial:['partial'],partial,['partial']
48802,spoke_harvest,spoke_harvest:correct:['unknown-correct:days:plant:30:Green Onions:O'],correct,['unknown-correct:days:plant:30:Green Onions:O']
21903,spoke_harvest,spoke_harvest:correct:['hint:Either the plant Green Onions or the plant Potatoes is the days 120:APPLY_OR'],correct,['hint:Either the plant Green Onions or the plant Potatoes is the days 120:APPLY_OR']
40990,spoke_harvest,spoke_harvest:correct:['unknown-correct:days:plant:60:Broccoli:X'],correct,['unknown-correct:days:plant:60:Broccoli:X']
53584,spoke_harvest,spoke_harvest:correct:['unknown-correct:plant:days:Eggplant:90:X'],correct,['unknown-correct:plant:days:Eggplant:90:X']
87869,spoke_harvest,spoke_harvest:correct:['cross outs::CROSS_OUT'],correct,['cross outs::CROSS_OUT']
63510,spoke_harvest,spoke_harvest:correct:['transitives::OPENING'],correct,['transitives::OPENING']
11238,spoke_harvest,spoke_harvest:correct:['hint:The plant Eggplant is the days 60:APPLY_IS'],correct,['hint:The plant Eggplant is the days 60:APPLY_IS']
13430,spoke_water,spoke_water:start:['start'],start,['start']
50507,spoke_water,spoke_water:success:['success'],success,['success']
33282,spoke_water,spoke_water:failure:['failure'],failure,['failure']
45690,spoke_water,spoke_water:partial:['partial'],partial,['partial']
25189,spoke_water,spoke_water:correct:['unknown-correct:plants:amounts:Potatoes:20oz:X'],correct,['unknown-correct:plants:amounts:Potatoes:20oz:X']
22997,spoke_water,spoke_water:correct:['unknown-correct:plants:amounts:Kale:60oz:O'],correct,['unknown-correct:plants:amounts:Kale:60oz:O']
96431,spoke_water,spoke_water:correct:['cross outs::CROSS_OUT'],correct,['cross outs::CROSS_OUT']
99878,spoke_water,spoke_water:correct:['hint:The plants Green Onions is at least 1 amounts before the plants Carrots:BEFORE_NOINFO'],correct,['hint:The plants Green Onions is at least 1 amounts before the plants Carrots:BEFORE_NOINFO']
67587,spoke_water,spoke_water:correct:['unknown-correct:amounts:plants:80oz:Potatoes:O'],correct,['unknown-correct:amounts:plants:80oz:Potatoes:O']
86945,spoke_water,spoke_water:correct:['hint:The plants Carrots is the amounts 40oz:APPLY_IS'],correct,['hint:The plants Carrots is the amounts 40oz:APPLY_IS']
12929,spoke_water,spoke_water:correct:['transitives::OPENING'],correct,['transitives::OPENING']
24389,spoke_protein,spoke_protein:start:['start'],start,['start']
88183,spoke_protein,spoke_protein:success:['success'],success,['success']
63098,spoke_protein,spoke_protein:failure:['failure'],failure,['failure']
93126,spoke_protein,spoke_protein:partial:['partial'],partial,['partial']
23314,spoke_protein,spoke_protein:correct:['unknown-correct:food:grams:Fish:15g:X'],correct,['unknown-correct:food:grams:Fish:15g:X']
40948,spoke_protein,spoke_protein:correct:['unknown-correct:grams:food:25g:Tofu:X'],correct,['unknown-correct:grams:food:25g:Tofu:X']
97648,spoke_protein,spoke_protein:correct:['unknown-correct:food:grams:Tofu:15g:X'],correct,['unknown-correct:food:grams:Tofu:15g:X']
10333,spoke_protein,spoke_protein:correct:['hint:The food Eggs is the grams 15g:APPLY_IS'],correct,['hint:The food Eggs is the grams 15g:APPLY_IS']
30976,spoke_protein,spoke_protein:correct:['hint:The food Fish is 1 gramss before the food Peanuts:BEFORE_N_SPOTS_CROSSCHECK'],correct,['hint:The food Fish is 1 gramss before the food Peanuts:BEFORE_N_SPOTS_CROSSCHECK']
76489,spoke_protein,"spoke_protein:correct:['cross outs::CROSS_OUT', 'hint:The food Fish is 1 gramss before the food Peanuts:BEFORE_N_SPOTS_CROSSCHECK']",correct,"['cross outs::CROSS_OUT', 'hint:The food Fish is 1 gramss before the food Peanuts:BEFORE_N_SPOTS_CROSSCHECK']"
89345,spoke_protein,"spoke_protein:correct:['hint:The food Fish is 1 gramss before the food Peanuts:BEFORE_N_SPOTS_CROSSCHECK', 'unknown-correct:food:grams:Tofu:20g:X']",correct,"['hint:The food Fish is 1 gramss before the food Peanuts:BEFORE_N_SPOTS_CROSSCHECK', 'unknown-correct:food:grams:Tofu:20g:X']"
70204,spoke_protein,spoke_protein:correct:['unknown-correct:grams:food:25g:Peanuts:O'],correct,['unknown-correct:grams:food:25g:Peanuts:O']
89280,spoke_protein,spoke_protein:correct:['transitives::OPENING'],correct,['transitives::OPENING']
19374,spoke_protein,spoke_protein:correct:['cross outs::CROSS_OUT'],correct,['cross outs::CROSS_OUT']
34576,spoke_pasta,spoke_pasta:start:['start'],start,['start']
86801,spoke_pasta,spoke_pasta:success:['success'],success,['success']
95154,spoke_pasta,spoke_pasta:failure:['failure'],failure,['failure']
34527,spoke_pasta,spoke_pasta:partial:['partial'],partial,['partial']
64094,spoke_pasta,spoke_pasta:correct:['unknown-correct:shapes:sauces:Elbow:Alfredo:X'],correct,['unknown-correct:shapes:sauces:Elbow:Alfredo:X']
45894,spoke_pasta,spoke_pasta:correct:['unknown-correct:sauces:shapes:Pesto:Elbow:X'],correct,['unknown-correct:sauces:shapes:Pesto:Elbow:X']
32966,spoke_pasta,spoke_pasta:correct:['unknown-correct:shapes:sauces:Penne:Pesto:X'],correct,['unknown-correct:shapes:sauces:Penne:Pesto:X']
69596,spoke_pasta,spoke_pasta:correct:['unknown-correct:sauces:shapes:Alfredo:Bowtie:X'],correct,['unknown-correct:sauces:shapes:Alfredo:Bowtie:X']
45167,spoke_pasta,spoke_pasta:correct:['unknown-correct:sauces:shapes:Pesto:Bowtie:O'],correct,['unknown-correct:sauces:shapes:Pesto:Bowtie:O']
57416,spoke_pasta,spoke_pasta:correct:['unknown-correct:shapes:sauces:Elbow:Tomato:O'],correct,['unknown-correct:shapes:sauces:Elbow:Tomato:O']
81226,spoke_pasta,spoke_pasta:correct:['cross outs::CROSS_OUT'],correct,['cross outs::CROSS_OUT']
39755,spoke_pasta,spoke_pasta:correct:['unknown-correct:sauces:shapes:Alfredo:Linguine:X'],correct,['unknown-correct:sauces:shapes:Alfredo:Linguine:X']
23621,spoke_pasta,spoke_pasta:correct:['hint:The sauces Alfredo is the shapes Penne:APPLY_IS'],correct,['hint:The sauces Alfredo is the shapes Penne:APPLY_IS']
47514,spoke_pasta,spoke_pasta:correct:['transitives::OPENING'],correct,['transitives::OPENING']
83639,hub_soup,hub_soup:start:['start'],start,['start']
39658,hub_soup,hub_soup:success:['success'],success,['success']
50979,hub_soup,hub_soup:failure:['failure'],failure,['failure']
23117,hub_soup,hub_soup:partial:['partial'],partial,['partial']
42746,hub_soup,hub_soup:correct:['hint:The ingredient Tomatoes is 2 cups before the ingredient Beans:BEFORE_N_SPOTS_NOINFO'],correct,['hint:The ingredient Tomatoes is 2 cups before the ingredient Beans:BEFORE_N_SPOTS_NOINFO']
74924,hub_soup,"hub_soup:correct:['hint:The ingredient Tomatoes is 2 cups before the ingredient Beans:BEFORE_N_SPOTS_NOINFO', 'unknown-correct:ingredient:order:Carrots:4th:X']",correct,"['hint:The ingredient Tomatoes is 2 cups before the ingredient Beans:BEFORE_N_SPOTS_NOINFO', 'unknown-correct:ingredient:order:Carrots:4th:X']"
78110,hub_soup,"hub_soup:correct:['hint:The ingredient Tomatoes is 2 cups before the ingredient Beans:BEFORE_N_SPOTS_NOINFO', 'unknown-correct:ingredient:cup:Carrots:3 cups:X']",correct,"['hint:The ingredient Tomatoes is 2 cups before the ingredient Beans:BEFORE_N_SPOTS_NOINFO', 'unknown-correct:ingredient:cup:Carrots:3 cups:X']"
49981,hub_soup,hub_soup:correct:['hint:The ingredient Tomatoes is the order 4th:APPLY_IS'],correct,['hint:The ingredient Tomatoes is the order 4th:APPLY_IS']
15610,hub_soup,hub_soup:correct:['unknown-correct:ingredient:order:Carrots:1st:X'],correct,['unknown-correct:ingredient:order:Carrots:1st:X']
11590,hub_soup,hub_soup:correct:['unknown-correct:cup:order:1 cup:2nd:X'],correct,['unknown-correct:cup:order:1 cup:2nd:X']
44244,hub_soup,hub_soup:correct:['unknown-correct:ingredient:order:Pasta:1st:O'],correct,['unknown-correct:ingredient:order:Pasta:1st:O']
31733,hub_soup,hub_soup:correct:['unknown-correct:order:cup:3rd:1 cup:X'],correct,['unknown-correct:order:cup:3rd:1 cup:X']
48334,hub_soup,hub_soup:correct:['cross outs::CROSS_OUT'],correct,['cross outs::CROSS_OUT']
67763,hub_soup,hub_soup:correct:['unknown-correct:ingredient:cup:Beans:3 cups:O'],correct,['unknown-correct:ingredient:cup:Beans:3 cups:O']
10049,hub_soup,hub_soup:correct:['unknown-correct:cup:order:2 cups:1st:O'],correct,['unknown-correct:cup:order:2 cups:1st:O']
92590,hub_soup,hub_soup:correct:['openings::TRANS_ABC_FALSE'],correct,['openings::TRANS_ABC_FALSE']
86321,hub_soup,hub_soup:correct:['unknown-correct:order:cup:2nd:4 cups:O'],correct,['unknown-correct:order:cup:2nd:4 cups:O']
46304,hub_soup,hub_soup:correct:['hint:The ingredient Beans is 1 cups before the ingredient Carrots:BEFORE_NOINFO'],correct,['hint:The ingredient Beans is 1 cups before the ingredient Carrots:BEFORE_NOINFO']
53959,hub_soup,hub_soup:correct:['transitives::OPENING'],correct,['transitives::OPENING']
48393,hub_soup,"hub_soup:correct:['cross outs::CROSS_OUT', 'openings::TRANS_ABC_FALSE']",correct,"['cross outs::CROSS_OUT', 'openings::TRANS_ABC_FALSE']"
60611,hub_soup,"hub_soup:correct:['hint:The ingredient Pasta is 2 orders before the ingredient Beans:BEFORE_N_SPOTS_NOINFO', 'openings::TRANS_ABC_FALSE']",correct,"['hint:The ingredient Pasta is 2 orders before the ingredient Beans:BEFORE_N_SPOTS_NOINFO', 'openings::TRANS_ABC_FALSE']"
39705,hub_soup_alt,hub_soup_alt:start:['start'],start,['start']
68604,hub_soup_alt,hub_soup_alt:success:['success'],success,['success']
77077,hub_soup_alt,hub_soup_alt:failure:['failure'],failure,['failure']
83344,hub_soup_alt,hub_soup_alt:partial:['partial'],partial,['partial']
57562,hub_soup_alt,hub_soup_alt:correct:['unknown-correct:order:cup:3rd:4 cups:O'],correct,['unknown-correct:order:cup:3rd:4 cups:O']
11015,hub_soup_alt,hub_soup_alt:correct:['hint:The ingredient Beans is 1 cups before the ingredient Carrots:BEFORE_NOINFO'],correct,['hint:The ingredient Beans is 1 cups before the ingredient Carrots:BEFORE_NOINFO']
25461,hub_soup_alt,"hub_soup_alt:correct:['cross outs::CROSS_OUT', 'hint:The ingredient Beans is 1 cups before the ingredient Carrots:BEFORE_NOINFO']",correct,"['cross outs::CROSS_OUT', 'hint:The ingredient Beans is 1 cups before the ingredient Carrots:BEFORE_NOINFO']"
43335,hub_soup_alt,"hub_soup_alt:correct:['hint:The ingredient Beans is 1 cups before the ingredient Carrots:BEFORE_NOINFO', 'unknown-correct:ingredient:cup:Tomatoes:2 cups:X']",correct,"['hint:The ingredient Beans is 1 cups before the ingredient Carrots:BEFORE_NOINFO', 'unknown-correct:ingredient:cup:Tomatoes:2 cups:X']"
86732,hub_soup_alt,hub_soup_alt:correct:['unknown-correct:ingredient:cup:Pasta:2 cups:O'],correct,['unknown-correct:ingredient:cup:Pasta:2 cups:O']
78231,hub_soup_alt,hub_soup_alt:correct:['openings::TRANS_SETS'],correct,['openings::TRANS_SETS']
77330,hub_soup_alt,"hub_soup_alt:correct:['cross outs::CROSS_OUT', 'openings::TRANS_SETS']",correct,"['cross outs::CROSS_OUT', 'openings::TRANS_SETS']"
54244,hub_soup_alt,"hub_soup_alt:correct:['openings::TRANS_SETS', 'unknown-correct:cup:ingredient:4 cups:Tomatoes:X']",correct,"['openings::TRANS_SETS', 'unknown-correct:cup:ingredient:4 cups:Tomatoes:X']"
25009,hub_soup_alt,hub_soup_alt:correct:['unknown-correct:ingredient:cup:Tomatoes:1 cup:O'],correct,['unknown-correct:ingredient:cup:Tomatoes:1 cup:O']
51003,hub_soup_alt,hub_soup_alt:correct:['unknown-correct:cup:order:3 cups:2nd:X'],correct,['unknown-correct:cup:order:3 cups:2nd:X']
13523,hub_soup_alt,hub_soup_alt:correct:['cross outs::CROSS_OUT'],correct,['cross outs::CROSS_OUT']
87389,hub_soup_alt,hub_soup_alt:correct:['unknown-correct:order:ingredient:3rd:Carrots:O'],correct,['unknown-correct:order:ingredient:3rd:Carrots:O']
69135,hub_soup_alt,hub_soup_alt:correct:['hint:The ingredient Beans is 2 orders before the ingredient Carrots:APPLY_BEFORE_N_SPOTS'],correct,['hint:The ingredient Beans is 2 orders before the ingredient Carrots:APPLY_BEFORE_N_SPOTS']
12761,hub_soup_alt,hub_soup_alt:correct:['transitives::OPENING'],correct,['transitives::OPENING']
54262,hub_soup_alt,hub_soup_alt:correct:['unknown-correct:cup:order:2 cups:2nd:X'],correct,['unknown-correct:cup:order:2 cups:2nd:X']
75149,hub_soup_alt,hub_soup_alt:correct:['unknown-correct:cup:order:3 cups:1st:O'],correct,['unknown-correct:cup:order:3 cups:1st:O']
21849,hub_soup_alt,hub_soup_alt:correct:['unknown-correct:order:cup:4th:1 cup:X'],correct,['unknown-correct:order:cup:4th:1 cup:X']
11551,help1.1,help1.1:start:['start'],start,['start']
29274,help1.1,help1.1:success:['success'],success,['success']
96902,help1.1,help1.1:failure:['failure'],failure,['failure']
53160,help1.1,help1.1:partial:['partial'],partial,['partial']
24276,help1.1,help1.1:correct:['hint:The shape Shell was not the sauce Tomato:APPLY_NOT'],correct,['hint:The shape Shell was not the sauce Tomato:APPLY_NOT']
71279,help1.1,help1.1:correct:['hint:The sauce Alfredo is the shape Bowtie:APPLY_IS'],correct,['hint:The sauce Alfredo is the shape Bowtie:APPLY_IS']
94765,help1.1,help1.1:correct:['unknown-correct:shape:sauce:Linguine:Pesto:X'],correct,['unknown-correct:shape:sauce:Linguine:Pesto:X']
58737,help1.1,help1.1:correct:['cross outs::CROSS_OUT'],correct,['cross outs::CROSS_OUT']
24453,help1.1,help1.1:correct:['hint:Either the shape Elbow is the sauce Carbonara or the shape Shell is the sauce Alfredo:APPLY_OR'],correct,['hint:Either the shape Elbow is the sauce Carbonara or the shape Shell is the sauce Alfredo:APPLY_OR']
12719,help1.1,help1.1:correct:['transitives::OPENING'],correct,['transitives::OPENING']
26171,help1.2,help1.2:start:['start'],start,['start']
12815,help1.2,help1.2:success:['success'],success,['success']
70350,help1.2,help1.2:failure:['failure'],failure,['failure']
86573,help1.2,help1.2:partial:['partial'],partial,['partial']
10923,help1.2,help1.2:correct:['unknown-correct:sauce:shape:Pesto:Bowtie:X'],correct,['unknown-correct:sauce:shape:Pesto:Bowtie:X']
17735,help1.2,help1.2:correct:['unknown-correct:sauce:shape:Pesto:Shell:X'],correct,['unknown-correct:sauce:shape:Pesto:Shell:X']
17904,help1.2,help1.2:correct:['hint:The shape Bowtie is the sauce Alfredo:APPLY_IS'],correct,['hint:The shape Bowtie is the sauce Alfredo:APPLY_IS']
39892,help1.2,"help1.2:correct:['hint:The shape Bowtie is the sauce Alfredo:APPLY_IS', 'unknown-correct:shape:sauce:Linguine:Tomato:O']",correct,"['hint:The shape Bowtie is the sauce Alfredo:APPLY_IS', 'unknown-correct:shape:sauce:Linguine:Tomato:O']"
59877,help1.2,"help1.2:correct:['hint:The shape Bowtie is the sauce Alfredo:APPLY_IS', 'transitives::OPENING']",correct,"['hint:The shape Bowtie is the sauce Alfredo:APPLY_IS', 'transitives::OPENING']"
39674,help1.2,help1.2:correct:['cross outs::CROSS_OUT'],correct,['cross outs::CROSS_OUT']
99005,help1.2,help1.2:correct:['transitives::OPENING'],correct,['transitives::OPENING']
65283,help1.3,help1.3:start:['start'],start,['start']
97207,help1.3,help1.3:success:['success'],success,['success']
60215,help1.3,help1.3:failure:['failure'],failure,['failure']
20728,help1.3,help1.3:partial:['partial'],partial,['partial']
94620,help1.3,help1.3:correct:['unknown-correct:sauce:shape:Tomato:Elbow:X'],correct,['unknown-correct:sauce:shape:Tomato:Elbow:X']
36682,help1.3,help1.3:correct:['unknown-correct:shape:sauce:Bowtie:Pesto:X'],correct,['unknown-correct:shape:sauce:Bowtie:Pesto:X']
85500,help1.3,help1.3:correct:['unknown-correct:shape:sauce:Bowtie:Tomato:O'],correct,['unknown-correct:shape:sauce:Bowtie:Tomato:O']
20350,help1.3,help1.3:correct:['unknown-correct:shape:sauce:Linguine:Pesto:X'],correct,['unknown-correct:shape:sauce:Linguine:Pesto:X']
96818,help1.3,help1.3:correct:['unknown-correct:shape:sauce:Shell:Pesto:O'],correct,['unknown-correct:shape:sauce:Shell:Pesto:O']
21995,help1.3,help1.3:correct:['unknown-correct:shape:sauce:Linguine:Alfredo:X'],correct,['unknown-correct:shape:sauce:Linguine:Alfredo:X']
44664,help1.3,help1.3:correct:['cross outs::CROSS_OUT'],correct,['cross outs::CROSS_OUT']
61724,help1.3,help1.3:correct:['hint:The sauce Alfredo is the shape Elbow:APPLY_IS'],correct,['hint:The sauce Alfredo is the shape Elbow:APPLY_IS']
42315,help1.3,help1.3:correct:['transitives::OPENING'],correct,['transitives::OPENING']
58020,help2.1,help2.1:start:['start'],start,['start']
15975,help2.1,help2.1:success:['success'],success,['success']
22744,help2.1,help2.1:failure:['failure'],failure,['failure']
10006,help2.1,help2.1:partial:['partial'],partial,['partial']
25596,help2.1,help2.1:correct:['hint:Either the plant Green Onions or the plant Eggplant is the light Partial Sun:SIMPLE_OR_SAME_CAT'],correct,['hint:Either the plant Green Onions or the plant Eggplant is the light Partial Sun:SIMPLE_OR_SAME_CAT']
93135,help2.1,"help2.1:correct:['hint:Either the plant Green Onions or the plant Eggplant is the light Partial Sun:SIMPLE_OR_SAME_CAT', 'unknown-correct:plant:light:Broccoli:Partial Shade:X']",correct,"['hint:Either the plant Green Onions or the plant Eggplant is the light Partial Sun:SIMPLE_OR_SAME_CAT', 'unknown-correct:plant:light:Broccoli:Partial Shade:X']"
40185,help2.1,"help2.1:correct:['hint:Either the plant Green Onions or the plant Eggplant is the light Partial Sun:SIMPLE_OR_SAME_CAT', 'unknown-correct:plant:light:Eggplant:Full Shade:X']",correct,"['hint:Either the plant Green Onions or the plant Eggplant is the light Partial Sun:SIMPLE_OR_SAME_CAT', 'unknown-correct:plant:light:Eggplant:Full Shade:X']"
76670,help2.1,help2.1:correct:['hint:Either the plant Potatoes is the light Full Sun or the plant Eggplant is the light Full Shade:APPLY_OR'],correct,['hint:Either the plant Potatoes is the light Full Sun or the plant Eggplant is the light Full Shade:APPLY_OR']
99641,help2.1,"help2.1:correct:['hint:Either the light Full Sun or the light Partial Shade is the plant Green Onions:APPLY_OR', 'hint:Either the plant Potatoes is the light Full Sun or the plant Eggplant is the light Full Shade:APPLY_OR']",correct,"['hint:Either the light Full Sun or the light Partial Shade is the plant Green Onions:APPLY_OR', 'hint:Either the plant Potatoes is the light Full Sun or the plant Eggplant is the light Full Shade:APPLY_OR']"
27441,help2.1,help2.1:correct:['cross outs::CROSS_OUT'],correct,['cross outs::CROSS_OUT']
85241,help2.1,help2.1:correct:['transitives::OPENING'],correct,['transitives::OPENING']
67443,help2.2,help2.2:start:['start'],start,['start']
82646,help2.2,help2.2:success:['success'],success,['success']
39065,help2.2,help2.2:failure:['failure'],failure,['failure']
55966,help2.2,help2.2:partial:['partial'],partial,['partial']
94092,help2.2,help2.2:correct:['unknown-correct:light:plant:Full Shade:Eggplant:O'],correct,['unknown-correct:light:plant:Full Shade:Eggplant:O']
34685,help2.2,help2.2:correct:['hint:Either the light Full Shade or the light Partial Sun is the plant Potatoes:APPLY_OR'],correct,['hint:Either the light Full Shade or the light Partial Sun is the plant Potatoes:APPLY_OR']
65441,help2.2,help2.2:correct:['unknown-correct:plant:light:Green Onions:Partial Shade:X'],correct,['unknown-correct:plant:light:Green Onions:Partial Shade:X']
72835,help2.2,help2.2:correct:['cross outs::CROSS_OUT'],correct,['cross outs::CROSS_OUT']
80335,help2.2,help2.2:correct:['transitives::OPENING'],correct,['transitives::OPENING']
66707,help2.2,help2.2:correct:['hint:The plant Broccoli is the light Partial Shade:APPLY_IS'],correct,['hint:The plant Broccoli is the light Partial Shade:APPLY_IS']
24794,help2.3,help2.3:start:['start'],start,['start']
41217,help2.3,help2.3:success:['success'],success,['success']
72020,help2.3,help2.3:failure:['failure'],failure,['failure']
67071,help2.3,help2.3:partial:['partial'],partial,['partial']
69563,help2.3,help2.3:correct:['hint:Either the light Full Shade or the light Partial Sun is the plant Potatoes:SIMPLE_OR_SAME_CAT'],correct,['hint:Either the light Full Shade or the light Partial Sun is the plant Potatoes:SIMPLE_OR_SAME_CAT']
65167,help2.3,"help2.3:correct:['hint:Either the light Full Shade or the light Partial Sun is the plant Potatoes:SIMPLE_OR_SAME_CAT', 'unknown-correct:plant:light:Broccoli:Partial Shade:X']",correct,"['hint:Either the light Full Shade or the light Partial Sun is the plant Potatoes:SIMPLE_OR_SAME_CAT', 'unknown-correct:plant:light:Broccoli:Partial Shade:X']"
95237,help2.3,"help2.3:correct:['hint:Either the light Full Shade or the light Partial Sun is the plant Potatoes:SIMPLE_OR_SAME_CAT', 'unknown-correct:plant:light:Broccoli:Full Shade:X']",correct,"['hint:Either the light Full Shade or the light Partial Sun is the plant Potatoes:SIMPLE_OR_SAME_CAT', 'unknown-correct:plant:light:Broccoli:Full Shade:X']"
52826,help2.3,help2.3:correct:['unknown-correct:plant:light:Potatoes:Partial Sun:O'],correct,['unknown-correct:plant:light:Potatoes:Partial Sun:O']
55387,help2.3,help2.3:correct:['cross outs::CROSS_OUT'],correct,['cross outs::CROSS_OUT']
69649,help2.3,help2.3:correct:['unknown-correct:plant:light:Green Onions:Full Sun:X'],correct,['unknown-correct:plant:light:Green Onions:Full Sun:X']
20336,help2.3,help2.3:correct:['hint:The light Full Sun is the plant Broccoli:APPLY_IS'],correct,['hint:The light Full Sun is the plant Broccoli:APPLY_IS']
50517,help2.3,"help2.3:correct:['hint:The light Full Sun is the plant Broccoli:APPLY_IS', 'unknown-correct:light:plant:Partial Shade:Green Onions:O']",correct,"['hint:The light Full Sun is the plant Broccoli:APPLY_IS', 'unknown-correct:light:plant:Partial Shade:Green Onions:O']"
48754,help2.3,help2.3:correct:['transitives::OPENING'],correct,['transitives::OPENING']
