Id,PuzzleId,State,GridValue,MoveIds
42107,spoke_harvest,"spoke_harvest:correct:['hint:Either the plant Green Onions or the plant Potatoes is the days 120:APPLY_OR', 'transitives::OPENING']",correct,"['hint:Either the plant Green Onions or the plant Potatoes is the days 120:APPLY_OR', 'transitives::OPENING']"
34963,spoke_water,spoke_water:start:['start'],start,['start']
69025,spoke_water,spoke_water:success:['success'],success,['success']
35058,spoke_water,spoke_water:failure:['failure'],failure,['failure']
82923,spoke_water,spoke_water:partial:['partial'],partial,['partial']
82282,spoke_water,spoke_water:correct:['hint:The plants Carrots is the amounts 40oz:APPLY_IS'],correct,['hint:The plants Carrots is the amounts 40oz:APPLY_IS']
81173,spoke_water,spoke_water:correct:['cross outs::CROSS_OUT'],correct,['cross outs::CROSS_OUT']
79882,spoke_water,spoke_water:correct:['hint:The plants Green Onions is at least 1 amounts before the plants Carrots:BEFORE_NOINFO'],correct,['hint:The plants Green Onions is at least 1 amounts before the plants Carrots:BEFORE_NOINFO']
51771,spoke_water,spoke_water:correct:['hint:The plants Green Onions is at least 1 amounts before the plants Carrots:APPLY_BEFORE_UNDEFINED_SPOTS'],correct,['hint:The plants Green Onions is at least 1 amounts before the plants Carrots:APPLY_BEFORE_UNDEFINED_SPOTS']
25530,spoke_water,spoke_water:correct:['hint:Either the plants Green Onions or the plants Potatoes is the amounts 80oz:APPLY_OR'],correct,['hint:Either the plants Green Onions or the plants Potatoes is the amounts 80oz:APPLY_OR']
91455,spoke_water,spoke_water:correct:['transitives::OPENING'],correct,['transitives::OPENING']
14529,spoke_protein,spoke_protein:start:['start'],start,['start']
18922,spoke_protein,spoke_protein:success:['success'],success,['success']
95891,spoke_protein,spoke_protein:failure:['failure'],failure,['failure']
46967,spoke_protein,spoke_protein:partial:['partial'],partial,['partial']
88677,spoke_protein,spoke_protein:correct:['hint:The food Eggs is the grams 15g:APPLY_IS'],correct,['hint:The food Eggs is the grams 15g:APPLY_IS']
23495,spoke_protein,"spoke_protein:correct:['hint:The food Eggs is the grams 15g:APPLY_IS', 'unknown-correct:food:grams:Fish:20g:O']",correct,"['hint:The food Eggs is the grams 15g:APPLY_IS', 'unknown-correct:food:grams:Fish:20g:O']"
84061,spoke_protein,"spoke_protein:correct:['hint:The food Eggs is the grams 15g:APPLY_IS', 'hint:The food Fish is 1 gramss before the food Peanuts:APPLY_BEFORE_ONE_SPOT']",correct,"['hint:The food Eggs is the grams 15g:APPLY_IS', 'hint:The food Fish is 1 gramss before the food Peanuts:APPLY_BEFORE_ONE_SPOT']"
74867,spoke_protein,"spoke_protein:correct:['hint:The food Eggs is the grams 15g:APPLY_IS', 'transitives::OPENING']",correct,"['hint:The food Eggs is the grams 15g:APPLY_IS', 'transitives::OPENING']"
55879,spoke_pasta,spoke_pasta:start:['start'],start,['start']
10393,spoke_pasta,spoke_pasta:success:['success'],success,['success']
85037,spoke_pasta,spoke_pasta:failure:['failure'],failure,['failure']
32110,spoke_pasta,spoke_pasta:partial:['partial'],partial,['partial']
72025,spoke_pasta,spoke_pasta:correct:['hint:The sauces Alfredo is the shapes Penne:APPLY_IS'],correct,['hint:The sauces Alfredo is the shapes Penne:APPLY_IS']
43325,spoke_pasta,"spoke_pasta:correct:['hint:Either the sauces Carbonara is the shapes Linguine or the shapes Bowtie is the sauces Alfredo:APPLY_OR', 'hint:The sauces Alfredo is the shapes Penne:APPLY_IS']",correct,"['hint:Either the sauces Carbonara is the shapes Linguine or the shapes Bowtie is the sauces Alfredo:APPLY_OR', 'hint:The sauces Alfredo is the shapes Penne:APPLY_IS']"
34041,spoke_pasta,"spoke_pasta:correct:['hint:Either the shapes Elbow or the shapes Penne is the sauces Tomato:APPLY_OR', 'hint:The sauces Alfredo is the shapes Penne:APPLY_IS']",correct,"['hint:Either the shapes Elbow or the shapes Penne is the sauces Tomato:APPLY_OR', 'hint:The sauces Alfredo is the shapes Penne:APPLY_IS']"
56514,spoke_pasta,"spoke_pasta:correct:['hint:The sauces Alfredo is the shapes Penne:APPLY_IS', 'transitives::OPENING']",correct,"['hint:The sauces Alfredo is the shapes Penne:APPLY_IS', 'transitives::OPENING']"
95993,hub_soup,hub_soup:start:['start'],start,['start']
53942,hub_soup,hub_soup:success:['success'],success,['success']
64408,hub_soup,hub_soup:failure:['failure'],failure,['failure']
41431,hub_soup,hub_soup:partial:['partial'],partial,['partial']
65892,hub_soup,hub_soup:correct:['hint:The ingredient Tomatoes is the order 4th:APPLY_IS'],correct,['hint:The ingredient Tomatoes is the order 4th:APPLY_IS']
33946,hub_soup,hub_soup:correct:['cross outs::CROSS_OUT'],correct,['cross outs::CROSS_OUT']
55334,hub_soup,hub_soup:correct:['hint:The ingredient Pasta is 2 orders before the ingredient Beans:BEFORE_N_SPOTS_NOINFO'],correct,['hint:The ingredient Pasta is 2 orders before the ingredient Beans:BEFORE_N_SPOTS_NOINFO']
40178,hub_soup,hub_soup:correct:['unknown-correct:ingredient:order:Beans:3rd:O'],correct,['unknown-correct:ingredient:order:Beans:3rd:O']
12720,hub_soup,hub_soup:correct:['hint:The ingredient Pasta is 2 orders before the ingredient Beans:APPLY_BEFORE_N_SPOTS'],correct,['hint:The ingredient Pasta is 2 orders before the ingredient Beans:APPLY_BEFORE_N_SPOTS']
75872,hub_soup,hub_soup:correct:['transitives::OPENING'],correct,['transitives::OPENING']
49210,hub_soup,hub_soup:correct:['hint:The ingredient Tomatoes is 2 cups before the ingredient Beans:BEFORE_N_SPOTS_NOINFO'],correct,['hint:The ingredient Tomatoes is 2 cups before the ingredient Beans:BEFORE_N_SPOTS_NOINFO']
44475,hub_soup,hub_soup:correct:['hint:The ingredient Tomatoes is 2 cups before the ingredient Beans:BEFORE_NOINFO'],correct,['hint:The ingredient Tomatoes is 2 cups before the ingredient Beans:BEFORE_NOINFO']
64688,hub_soup,hub_soup:correct:['hint:The ingredient Beans is 1 cups before the ingredient Carrots:BEFORE_NOINFO'],correct,['hint:The ingredient Beans is 1 cups before the ingredient Carrots:BEFORE_NOINFO']
32763,hub_soup,hub_soup:incorrect:['unknown-incorrect:ingredient:cup:Pasta:1 cup:O'],incorrect,['unknown-incorrect:ingredient:cup:Pasta:1 cup:O']
20789,hub_soup,hub_soup:incorrect:['transitives::OPENING'],incorrect,['transitives::OPENING']
83434,hub_soup,hub_soup:incorrect:['hint:The ingredient Tomatoes is 2 cups before the ingredient Beans:APPLY_BEFORE_N_SPOTS'],incorrect,['hint:The ingredient Tomatoes is 2 cups before the ingredient Beans:APPLY_BEFORE_N_SPOTS']
84859,hub_soup,hub_soup:incorrect:['hint:The ingredient Tomatoes is 2 cups before the ingredient Beans:BEFORE_N_SPOTS_SHIFT'],incorrect,['hint:The ingredient Tomatoes is 2 cups before the ingredient Beans:BEFORE_N_SPOTS_SHIFT']
55968,hub_soup,"hub_soup:correct:['hint:The ingredient Tomatoes is 2 cups before the ingredient Beans:BEFORE_N_SPOTS_SHIFT', 'unknown-correct:ingredient:cup:Pasta:1 cup:X']",correct,"['hint:The ingredient Tomatoes is 2 cups before the ingredient Beans:BEFORE_N_SPOTS_SHIFT', 'unknown-correct:ingredient:cup:Pasta:1 cup:X']"
26375,hub_soup_alt,hub_soup_alt:start:['start'],start,['start']
40099,hub_soup_alt,hub_soup_alt:success:['success'],success,['success']
42553,hub_soup_alt,hub_soup_alt:failure:['failure'],failure,['failure']
98680,hub_soup_alt,hub_soup_alt:partial:['partial'],partial,['partial']
87169,hub_soup_alt,hub_soup_alt:correct:['hint:The ingredient Beans is 1 cups before the ingredient Carrots:BEFORE_NOINFO'],correct,['hint:The ingredient Beans is 1 cups before the ingredient Carrots:BEFORE_NOINFO']
38658,hub_soup_alt,"hub_soup_alt:correct:['hint:Either the cup 2 cups or the ingredient Beans is the order 4th:SIMPLE_OR_DIFF_CAT', 'hint:The ingredient Beans is 1 cups before the ingredient Carrots:BEFORE_NOINFO']",correct,"['hint:Either the cup 2 cups or the ingredient Beans is the order 4th:SIMPLE_OR_DIFF_CAT', 'hint:The ingredient Beans is 1 cups before the ingredient Carrots:BEFORE_NOINFO']"
50069,hub_soup_alt,"hub_soup_alt:correct:['hint:The ingredient Beans is 1 cups before the ingredient Carrots:BEFORE_NOINFO', 'hint:The ingredient Beans is 2 orders before the ingredient Carrots:BEFORE_NOINFO']",correct,"['hint:The ingredient Beans is 1 cups before the ingredient Carrots:BEFORE_NOINFO', 'hint:The ingredient Beans is 2 orders before the ingredient Carrots:BEFORE_NOINFO']"
83497,hub_soup_alt,"hub_soup_alt:correct:['hint:The ingredient Beans is 1 cups before the ingredient Carrots:BEFORE_NOINFO', 'hint:The ingredient Beans is 2 orders before the ingredient Carrots:BEFORE_N_SPOTS_NOINFO']",correct,"['hint:The ingredient Beans is 1 cups before the ingredient Carrots:BEFORE_NOINFO', 'hint:The ingredient Beans is 2 orders before the ingredient Carrots:BEFORE_N_SPOTS_NOINFO']"
95484,hub_soup_alt,"hub_soup_alt:correct:['hint:The ingredient Beans is 1 cups before the ingredient Carrots:BEFORE_NOINFO', 'hint:The ingredient Pasta is 2 cups before the ingredient Carrots:BEFORE_NOINFO']",correct,"['hint:The ingredient Beans is 1 cups before the ingredient Carrots:BEFORE_NOINFO', 'hint:The ingredient Pasta is 2 cups before the ingredient Carrots:BEFORE_NOINFO']"
68181,hub_soup_alt,"hub_soup_alt:correct:['hint:The ingredient Beans is 1 cups before the ingredient Carrots:BEFORE_NOINFO', 'hint:The ingredient Pasta is 2 cups before the ingredient Carrots:BEFORE_N_SPOTS_NOINFO']",correct,"['hint:The ingredient Beans is 1 cups before the ingredient Carrots:BEFORE_NOINFO', 'hint:The ingredient Pasta is 2 cups before the ingredient Carrots:BEFORE_N_SPOTS_NOINFO']"
10367,hub_soup_alt,hub_soup_alt:correct:['unknown-correct:ingredient:cup:Beans:3 cups:O'],correct,['unknown-correct:ingredient:cup:Beans:3 cups:O']
91305,hub_soup_alt,hub_soup_alt:correct:['transitives::OPENING'],correct,['transitives::OPENING']
38926,hub_soup_alt,hub_soup_alt:correct:['cross outs::CROSS_OUT'],correct,['cross outs::CROSS_OUT']
13877,hub_soup_alt,hub_soup_alt:correct:['hint:Either the cup 2 cups or the ingredient Beans is the order 4th:APPLY_OR'],correct,['hint:Either the cup 2 cups or the ingredient Beans is the order 4th:APPLY_OR']
29443,hub_soup_alt,"hub_soup_alt:correct:['hint:Either the cup 2 cups or the ingredient Beans is the order 4th:APPLY_OR', 'hint:The ingredient Pasta is 2 cups before the ingredient Carrots:APPLY_BEFORE_N_SPOTS']",correct,"['hint:Either the cup 2 cups or the ingredient Beans is the order 4th:APPLY_OR', 'hint:The ingredient Pasta is 2 cups before the ingredient Carrots:APPLY_BEFORE_N_SPOTS']"
96267,hub_soup_alt,hub_soup_alt:correct:['openings::TRANS_ABC_TRUE'],correct,['openings::TRANS_ABC_TRUE']
29321,hub_soup_alt,hub_soup_alt:correct:['hint:The ingredient Beans is 2 orders before the ingredient Carrots:APPLY_BEFORE_N_SPOTS'],correct,['hint:The ingredient Beans is 2 orders before the ingredient Carrots:APPLY_BEFORE_N_SPOTS']
68421,hub_soup_alt,"hub_soup_alt:correct:['hint:The ingredient Beans is 2 orders before the ingredient Carrots:APPLY_BEFORE_N_SPOTS', 'transitives::OPENING']",correct,"['hint:The ingredient Beans is 2 orders before the ingredient Carrots:APPLY_BEFORE_N_SPOTS', 'transitives::OPENING']"
89453,help1.1,help1.1:start:['start'],start,['start']
68603,help1.1,help1.1:success:['success'],success,['success']
23470,help1.1,help1.1:failure:['failure'],failure,['failure']
84129,help1.1,help1.1:partial:['partial'],partial,['partial']
84135,help1.1,help1.1:correct:['hint:The shape Shell was not the sauce Tomato:APPLY_NOT'],correct,['hint:The shape Shell was not the sauce Tomato:APPLY_NOT']
29314,help1.1,help1.1:correct:['hint:The sauce Alfredo is the shape Bowtie:APPLY_IS'],correct,['hint:The sauce Alfredo is the shape Bowtie:APPLY_IS']
11064,help1.1,help1.1:correct:['cross outs::CROSS_OUT'],correct,['cross outs::CROSS_OUT']
89257,help1.1,help1.1:correct:['hint:Either the shape Elbow is the sauce Carbonara or the shape Shell is the sauce Alfredo:APPLY_OR'],correct,['hint:Either the shape Elbow is the sauce Carbonara or the shape Shell is the sauce Alfredo:APPLY_OR']
33168,help1.1,"help1.1:correct:['hint:Either the shape Elbow is the sauce Carbonara or the shape Shell is the sauce Alfredo:APPLY_OR', 'transitives::OPENING']",correct,"['hint:Either the shape Elbow is the sauce Carbonara or the shape Shell is the sauce Alfredo:APPLY_OR', 'transitives::OPENING']"
80981,help1.2,help1.2:start:['start'],start,['start']
90251,help1.2,help1.2:success:['success'],success,['success']
22043,help1.2,help1.2:failure:['failure'],failure,['failure']
62405,help1.2,help1.2:partial:['partial'],partial,['partial']
44674,help1.2,help1.2:correct:['hint:The shape Linguine was not the sauce Carbonara:APPLY_NOT'],correct,['hint:The shape Linguine was not the sauce Carbonara:APPLY_NOT']
97513,help1.2,help1.2:correct:['hint:The shape Bowtie is the sauce Alfredo:APPLY_IS'],correct,['hint:The shape Bowtie is the sauce Alfredo:APPLY_IS']
91461,help1.2,help1.2:correct:['cross outs::CROSS_OUT'],correct,['cross outs::CROSS_OUT']
62222,help1.2,help1.2:correct:['hint:Either the shape Elbow is the sauce Pesto or the shape Bowtie is the sauce Tomato:APPLY_OR'],correct,['hint:Either the shape Elbow is the sauce Pesto or the shape Bowtie is the sauce Tomato:APPLY_OR']
82332,help1.2,help1.2:correct:['transitives::OPENING'],correct,['transitives::OPENING']
53029,help1.3,help1.3:start:['start'],start,['start']
52307,help1.3,help1.3:success:['success'],success,['success']
21206,help1.3,help1.3:failure:['failure'],failure,['failure']
37230,help1.3,help1.3:partial:['partial'],partial,['partial']
43163,help1.3,help1.3:correct:['hint:The sauce Alfredo is the shape Elbow:APPLY_IS'],correct,['hint:The sauce Alfredo is the shape Elbow:APPLY_IS']
74031,help1.3,help1.3:correct:['hint:The shape Shell was not the sauce Tomato:APPLY_NOT'],correct,['hint:The shape Shell was not the sauce Tomato:APPLY_NOT']
11233,help1.3,"help1.3:correct:['cross outs::CROSS_OUT', 'hint:The shape Shell was not the sauce Tomato:APPLY_NOT']",correct,"['cross outs::CROSS_OUT', 'hint:The shape Shell was not the sauce Tomato:APPLY_NOT']"
97198,help1.3,help1.3:correct:['hint:Either the shape Linguine or the shape Elbow is the sauce Carbonara:APPLY_OR'],correct,['hint:Either the shape Linguine or the shape Elbow is the sauce Carbonara:APPLY_OR']
94569,help1.3,help1.3:correct:['cross outs::CROSS_OUT'],correct,['cross outs::CROSS_OUT']
16473,help1.3,help1.3:correct:['transitives::OPENING'],correct,['transitives::OPENING']
46990,help2.1,help2.1:start:['start'],start,['start']
64554,help2.1,help2.1:success:['success'],success,['success']
39993,help2.1,help2.1:failure:['failure'],failure,['failure']
92296,help2.1,help2.1:partial:['partial'],partial,['partial']
15335,help2.1,help2.1:correct:['hint:Either the light Full Sun or the light Partial Shade is the plant Green Onions:SIMPLE_OR_SAME_CAT'],correct,['hint:Either the light Full Sun or the light Partial Shade is the plant Green Onions:SIMPLE_OR_SAME_CAT']
32805,help2.1,help2.1:correct:['hint:Either the plant Green Onions or the plant Eggplant is the light Partial Sun:APPLY_OR'],correct,['hint:Either the plant Green Onions or the plant Eggplant is the light Partial Sun:APPLY_OR']
93344,help2.1,help2.1:correct:['cross outs::CROSS_OUT'],correct,['cross outs::CROSS_OUT']
48982,help2.1,help2.1:correct:['hint:Either the plant Potatoes is the light Full Sun or the plant Eggplant is the light Full Shade:APPLY_OR'],correct,['hint:Either the plant Potatoes is the light Full Sun or the plant Eggplant is the light Full Shade:APPLY_OR']
86883,help2.1,help2.1:correct:['transitives::OPENING'],correct,['transitives::OPENING']
79337,help2.2,help2.2:start:['start'],start,['start']
14621,help2.2,help2.2:success:['success'],success,['success']
34387,help2.2,help2.2:failure:['failure'],failure,['failure']
44852,help2.2,help2.2:partial:['partial'],partial,['partial']
24265,help2.2,help2.2:correct:['hint:The plant Broccoli is the light Partial Shade:APPLY_IS'],correct,['hint:The plant Broccoli is the light Partial Shade:APPLY_IS']
63596,help2.2,help2.2:correct:['cross outs::CROSS_OUT'],correct,['cross outs::CROSS_OUT']
13179,help2.2,help2.2:correct:['hint:Either the light Full Shade or the light Partial Sun is the plant Potatoes:SIMPLE_OR_SAME_CAT'],correct,['hint:Either the light Full Shade or the light Partial Sun is the plant Potatoes:SIMPLE_OR_SAME_CAT']
11887,help2.2,help2.2:correct:['unknown-correct:plant:light:Green Onions:Full Shade:X'],correct,['unknown-correct:plant:light:Green Onions:Full Shade:X']
76880,help2.2,help2.2:correct:['hint:Either the light Full Shade is the plant Eggplant or the light Full Shade is the plant Broccoli:APPLY_OR'],correct,['hint:Either the light Full Shade is the plant Eggplant or the light Full Shade is the plant Broccoli:APPLY_OR']
22542,help2.2,help2.2:correct:['transitives::OPENING'],correct,['transitives::OPENING']
88644,help2.3,help2.3:start:['start'],start,['start']
59189,help2.3,help2.3:success:['success'],success,['success']
92777,help2.3,help2.3:failure:['failure'],failure,['failure']
85049,help2.3,help2.3:partial:['partial'],partial,['partial']
89856,help2.3,help2.3:correct:['hint:The light Full Sun is the plant Broccoli:APPLY_IS'],correct,['hint:The light Full Sun is the plant Broccoli:APPLY_IS']
62111,help2.3,help2.3:correct:['cross outs::CROSS_OUT'],correct,['cross outs::CROSS_OUT']
77731,help2.3,help2.3:correct:['hint:Either the light Full Shade or the light Partial Sun is the plant Potatoes:SIMPLE_OR_SAME_CAT'],correct,['hint:Either the light Full Shade or the light Partial Sun is the plant Potatoes:SIMPLE_OR_SAME_CAT']
94874,help2.3,help2.3:correct:['unknown-correct:plant:light:Potatoes:Partial Sun:O'],correct,['unknown-correct:plant:light:Potatoes:Partial Sun:O']
24172,help2.3,help2.3:correct:['unknown-correct:plant:light:Green Onions:Full Shade:X'],correct,['unknown-correct:plant:light:Green Onions:Full Shade:X']
94983,help2.3,help2.3:correct:['transitives::OPENING'],correct,['transitives::OPENING']
61722,hub2.1,hub2.1:start:['start'],start,['start']
58390,hub2.1,hub2.1:success:['success'],success,['success']
75083,hub2.1,hub2.1:failure:['failure'],failure,['failure']
26807,hub2.1,hub2.1:partial:['partial'],partial,['partial']
35510,hub2.1,hub2.1:correct:['hint:The method whole is the ingredient Mushrooms:APPLY_IS'],correct,['hint:The method whole is the ingredient Mushrooms:APPLY_IS']
69885,hub2.1,hub2.1:correct:['cross outs::CROSS_OUT'],correct,['cross outs::CROSS_OUT']
48558,hub2.1,hub2.1:correct:['unknown-correct:ingredient:method:Onions:halved:X'],correct,['unknown-correct:ingredient:method:Onions:halved:X']
34241,hub2.1,hub2.1:correct:['unknown-correct:ingredient:method:Onions:chopped:X'],correct,['unknown-correct:ingredient:method:Onions:chopped:X']
59043,hub2.1,hub2.1:incorrect:['unknown-incorrect:ingredient:method:Onions:mashed:X'],incorrect,['unknown-incorrect:ingredient:method:Onions:mashed:X']
30169,hub2.1,hub2.1:incorrect:['unknown-incorrect:ingredient:method:Onions:halved:*'],incorrect,['unknown-incorrect:ingredient:method:Onions:halved:*']
97302,hub2.1,hub2.1:incorrect:['unknown-incorrect:ingredient:method:Onions:chopped:*'],incorrect,['unknown-incorrect:ingredient:method:Onions:chopped:*']
44519,hub2.1,hub2.1:correct:['unknown-correct:ingredient:method:Onions:mashed:*'],correct,['unknown-correct:ingredient:method:Onions:mashed:*']
88970,hub2.1,hub2.1:correct:['hint:Either the ingredient Onions or the ingredient Potatoes is the order 2nd:SIMPLE_OR_SAME_CAT'],correct,['hint:Either the ingredient Onions or the ingredient Potatoes is the order 2nd:SIMPLE_OR_SAME_CAT']
59538,hub2.1,hub2.1:correct:['hint:The method whole is 2 orders before the method mashed:BEFORE_N_SPOTS_NOINFO'],correct,['hint:The method whole is 2 orders before the method mashed:BEFORE_N_SPOTS_NOINFO']
94860,hub2.1,hub2.1:correct:['hint:The method whole is 2 orders before the method mashed:BEFORE_NOINFO'],correct,['hint:The method whole is 2 orders before the method mashed:BEFORE_NOINFO']
36400,hub2.1,hub2.1:correct:['hint:The ingredient Potatoes is 1 orders before the ingredient Onions:BEFORE_NOINFO'],correct,['hint:The ingredient Potatoes is 1 orders before the ingredient Onions:BEFORE_NOINFO']
27076,hub2.1,hub2.1:correct:['openings::TRANS_SETS'],correct,['openings::TRANS_SETS']
81898,hub2.1,hub2.1:correct:['transitives::OPENING'],correct,['transitives::OPENING']
82448,hub2.1,hub2.1:correct:['openings::TRANS_ABC_TRUE'],correct,['openings::TRANS_ABC_TRUE']
71914,hub2.1,hub2.1:correct:['hint:Either the order 1st is the method mashed or the method halved is the ingredient Carrots:APPLY_OR'],correct,['hint:Either the order 1st is the method mashed or the method halved is the ingredient Carrots:APPLY_OR']
50228,hub2.1,hub2.1:correct:['hint:The method whole is 2 orders before the method mashed:APPLY_BEFORE_N_SPOTS'],correct,['hint:The method whole is 2 orders before the method mashed:APPLY_BEFORE_N_SPOTS']
87954,hub2.1,hub2.1:correct:['unknown-correct:ingredient:order:Potatoes:2nd:O'],correct,['unknown-correct:ingredient:order:Potatoes:2nd:O']
65914,hub2.2,hub2.2:start:['start'],start,['start']
10986,hub2.2,hub2.2:success:['success'],success,['success']
14255,hub2.2,hub2.2:failure:['failure'],failure,['failure']
46209,hub2.2,hub2.2:partial:['partial'],partial,['partial']
59182,hub2.2,hub2.2:correct:['hint:The order 4th is the method halved:APPLY_IS'],correct,['hint:The order 4th is the method halved:APPLY_IS']
49330,hub2.2,"hub2.2:correct:['hint:The method mashed is the ingredient Carrots:APPLY_IS', 'hint:The order 4th is the method halved:APPLY_IS']",correct,"['hint:The method mashed is the ingredient Carrots:APPLY_IS', 'hint:The order 4th is the method halved:APPLY_IS']"
54195,hub2.2,"hub2.2:correct:['hint:The ingredient Onions is the order 4th:APPLY_IS', 'hint:The order 4th is the method halved:APPLY_IS']",correct,"['hint:The ingredient Onions is the order 4th:APPLY_IS', 'hint:The order 4th is the method halved:APPLY_IS']"
35328,hub2.2,hub2.2:correct:['cross outs::CROSS_OUT'],correct,['cross outs::CROSS_OUT']
27659,hub2.2,hub2.2:correct:['hint:The method chopped is 1 orders before the method mashed:BEFORE_N_SPOTS_SHIFT'],correct,['hint:The method chopped is 1 orders before the method mashed:BEFORE_N_SPOTS_SHIFT']
80615,hub2.2,hub2.2:correct:['hint:The method chopped is 1 orders before the method mashed:BEFORE_NOINFO'],correct,['hint:The method chopped is 1 orders before the method mashed:BEFORE_NOINFO']
